central_bank,meeting_date,event_type,event_id,meeting_sequence,event_time_utc,event_time_cet,speaker,title,url,scrape_status,is_scheduled,is_unconventional_era,chair_transition,word_count,n_sentences,text_clean,text_raw
ECB,2012-11-08,decision,ecb_dec_20121108,169,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2012/html/pr121108.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2012-12-06,decision,ecb_dec_20121206,170,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2012/html/pr121206.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-01-10,decision,ecb_dec_20130110,171,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130110.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-02-07,decision,ecb_dec_20130207,172,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130207.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-03-07,decision,ecb_dec_20130307,173,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130307.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-04-04,decision,ecb_dec_20130404,174,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130404.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.75%, 1.50% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-05-02,decision,ecb_dec_20130502,175,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130502.en.html,OK,True,False,False,55,3,"At today’s meeting, which was held in Bratislava, the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting, which was held in Bratislava, the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-06-06,decision,ecb_dec_20130606,176,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130606.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-07-04,decision,ecb_dec_20130704,177,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130704.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-08-01,decision,ecb_dec_20130801,178,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130801.en.html,OK,True,False,False,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged."
ECB,2013-09-05,decision,ecb_dec_20130905,179,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr130905.en.html,OK,True,False,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2013-10-02,decision,ecb_dec_20131002,180,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr131002.en.html,OK,True,False,False,69,3,"At today’s meeting, which was held in Paris, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting, which was held in Paris, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.50%, 1.00% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2013-11-07,decision,ecb_dec_20131107,181,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr131107.en.html,OK,True,False,False,38,2,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
ECB,2013-12-05,decision,ecb_dec_20131205,182,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2013/html/pr131205.en.html,OK,True,False,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-01-09,decision,ecb_dec_20140109,183,13:15,14:15,ECB Governing Council,Opinion of the ECB’s Governing Council on the appointment of an ECB Executive Board member,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140109.en.html,OK,True,False,False,139,4,"The Governing Council of the European Central Bank (ECB) has adopted an opinion on a recommendation from the Council of the European Union on the appointment of a new member of the Executive Board of the ECB. The Governing Council had no objections to the proposed candidate, Sabine Lautenschläger, who is a person of recognised standing and professional experience in monetary or banking matters, as required by Article 283(2) of the Treaty on the Functioning of the European Union. Following the Governing Council’s opinion and an opinion of the European Parliament, the decision on the appointment will be taken by the European Council, with the votes of its euro area members. The ECB opinion, which will be published shortly in the Official Journal of the European Union, is available on the ECB’s website in all the official EU languages.","The Governing Council of the European Central Bank (ECB) has adopted an opinion on a recommendation from the Council of the European Union on the appointment of a new member of the Executive Board of the ECB. The Governing Council had no objections to the proposed candidate, Sabine Lautenschläger, who is a person of recognised standing and professional experience in monetary or banking matters, as required by Article 283(2) of the Treaty on the Functioning of the European Union. Following the Governing Council’s opinion and an opinion of the European Parliament, the decision on the appointment will be taken by the European Council, with the votes of its euro area members. The ECB opinion, which will be published shortly in the Official Journal of the European Union, is available on the ECB’s website in all the official EU languages."
ECB,2014-02-06,decision,ecb_dec_20140206,184,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140206.en.html,OK,True,False,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-03-06,decision,ecb_dec_20140306,185,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140306.en.html,OK,True,False,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-04-03,decision,ecb_dec_20140403,186,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140403.en.html,OK,True,False,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-05-08,decision,ecb_dec_20140508,187,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140508.en.html,OK,True,False,False,69,3,"At today’s meeting, which was held in Brussels, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting, which was held in Brussels, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-06-05,decision,ecb_dec_20140605,188,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140605.en.html,OK,True,True,False,67,4,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Further monetary policy measures to enhance the functioning of the monetary policy transmission mechanism will be communicated in a press release to be published at 3.30 p.m. CET today.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Further monetary policy measures to enhance the functioning of the monetary policy transmission mechanism will be communicated in a press release to be published at 3.30 p.m. CET today.
ECB,2014-07-03,decision,ecb_dec_20140703,189,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140703.en.html,OK,True,True,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-08-07,decision,ecb_dec_20140807,190,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140807.en.html,OK,True,True,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-09-04,decision,ecb_dec_20140904,191,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr140904.en.html,OK,True,True,False,38,2,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.
ECB,2014-10-02,decision,ecb_dec_20141002,192,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr141002.en.html,OK,True,True,False,69,3,"At today’s meeting, which was held in Naples, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting, which was held in Naples, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-11-06,decision,ecb_dec_20141106,193,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr141106.en.html,OK,True,True,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2014-12-04,decision,ecb_dec_20141204,194,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2014/html/pr141204.en.html,OK,True,True,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2015-01-22,decision,ecb_dec_20150122,195,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150122.en.html,OK,True,True,False,64,3,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 2.30 p.m. CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 2.30 p.m. CET today."
ECB,2015-03-05,decision,ecb_dec_20150305,196,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150305.en.html,OK,True,True,False,69,3,"At today’s meeting, which was held in Nicosia, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today.","At today’s meeting, which was held in Nicosia, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
ECB,2015-04-15,decision,ecb_dec_20150415,197,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150415.en.html,OK,True,True,False,63,2,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
ECB,2015-06-03,decision,ecb_dec_20150603,198,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150603.en.html,OK,True,True,False,81,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content"
ECB,2015-07-16,decision,ecb_dec_20150716,199,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150716.en.html,OK,True,True,False,85,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content Live webcastECB press conference","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content Live webcastECB press conference"
ECB,2015-09-03,decision,ecb_dec_20150903,200,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr150903.en.html,OK,True,True,False,81,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content"
ECB,2015-10-22,decision,ecb_dec_20151022,201,12:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr151022.en.html,OK,True,True,False,86,4,"At today’s meeting, which was held in Malta, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, which was held in Malta, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content"
ECB,2015-12-03,decision,ecb_dec_20151203,202,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2015/html/pr151203.en.html,OK,True,True,False,98,5,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the deposit facility will be decreased by 10 basis points to -0.30%, with effect from 9 December 2015. The interest rate on the main refinancing operations and the interest rate on the marginal lending facility will remain unchanged at 0.05% and 0.30% respectively. Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the deposit facility will be decreased by 10 basis points to -0.30%, with effect from 9 December 2015. The interest rate on the main refinancing operations and the interest rate on the marginal lending facility will remain unchanged at 0.05% and 0.30% respectively. Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content"
ECB,2016-01-21,decision,ecb_dec_20160121,203,13:15,14:15,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2016/html/pr160121.en.html,OK,True,True,False,81,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.30% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.30% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content"
