event_id,meeting_date,central_bank,event_type,source,n_sentences,n_hawk,n_dove,n_neutral,n_stance,bert_score,bert_label,n_sentences_fwd,n_hawk_fwd,n_dove_fwd,n_stance_fwd,bert_score_fwd,bert_label_fwd
ecb_pressconf_20130704,2013-07-04,ECB,press_conference,ecb_press_conferences,209,24,51,134,75,-0.3176470588235294,dovish,62,5,22,27,-0.4594594594594595,dovish
ecb_pressconf_20130801,2013-08-01,ECB,press_conference,ecb_press_conferences,225,16,61,148,77,-0.5172413793103449,dovish,87,4,28,32,-0.5714285714285714,dovish
ecb_pressconf_20130905,2013-09-05,ECB,press_conference,ecb_press_conferences,241,26,60,155,86,-0.3541666666666667,dovish,83,7,25,32,-0.42857142857142855,dovish
ecb_pressconf_20131107,2013-11-07,ECB,press_conference,ecb_press_conferences,260,25,73,162,98,-0.4444444444444444,dovish,75,8,28,36,-0.43478260869565216,dovish
ecb_pressconf_20131205,2013-12-05,ECB,press_conference,ecb_press_conferences,252,34,54,164,88,-0.20408163265306123,dovish,70,9,24,33,-0.3488372093023256,dovish
ecb_pressconf_20140109,2014-01-09,ECB,press_conference,ecb_press_conferences,246,32,68,146,100,-0.32727272727272727,dovish,83,10,26,36,-0.34782608695652173,dovish
ecb_pressconf_20140206,2014-02-06,ECB,press_conference,ecb_press_conferences,253,19,67,167,86,-0.5,dovish,73,9,23,32,-0.3333333333333333,dovish
ecb_pressconf_20140306,2014-03-06,ECB,press_conference,ecb_press_conferences,247,27,77,143,104,-0.43859649122807015,dovish,75,6,30,36,-0.5217391304347826,dovish
ecb_pressconf_20140403,2014-04-03,ECB,press_conference,ecb_press_conferences,214,20,59,135,79,-0.43820224719101125,dovish,63,9,21,30,-0.3,dovish
ecb_pressconf_20140508,2014-05-08,ECB,press_conference,ecb_press_conferences,196,19,51,126,70,-0.4,dovish,55,3,21,24,-0.5294117647058824,dovish
ecb_pressconf_20140605,2014-06-05,ECB,press_conference,ecb_press_conferences,285,38,73,174,111,-0.2892561983471074,dovish,88,17,27,44,-0.18518518518518517,dovish
ecb_pressconf_20140703,2014-07-03,ECB,press_conference,ecb_press_conferences,265,26,57,182,83,-0.3333333333333333,dovish,86,5,20,25,-0.42857142857142855,dovish
ecb_pressconf_20140807,2014-08-07,ECB,press_conference,ecb_press_conferences,276,37,69,170,106,-0.27586206896551724,dovish,86,12,24,36,-0.2608695652173913,dovish
ecb_pressconf_20140904,2014-09-04,ECB,press_conference,ecb_press_conferences,259,38,58,163,96,-0.18867924528301888,dovish,82,14,21,35,-0.15555555555555556,dovish
ecb_pressconf_20141002,2014-10-02,ECB,press_conference,ecb_press_conferences,280,39,53,188,92,-0.13725490196078433,dovish,79,16,16,32,0,neutral
ecb_pressconf_20141106,2014-11-06,ECB,press_conference,ecb_press_conferences,211,33,36,142,69,-0.0379746835443038,neutral,74,19,21,40,-0.04,neutral
ecb_pressconf_20141204,2014-12-04,ECB,press_conference,ecb_press_conferences,240,31,54,155,85,-0.24210526315789474,dovish,102,17,33,50,-0.26666666666666666,dovish
ecb_pressconf_20150122,2015-01-22,ECB,press_conference,ecb_press_conferences,270,42,41,187,83,0.010752688172043012,neutral,96,18,21,39,-0.061224489795918366,dovish
ecb_pressconf_20150305,2015-03-05,ECB,press_conference,ecb_press_conferences,191,40,41,110,81,-0.01098901098901099,neutral,55,15,15,30,0,neutral
ecb_pressconf_20150716,2015-07-16,ECB,press_conference,ecb_press_conferences,255,41,39,175,80,0.022222222222222223,neutral,66,12,14,26,-0.05555555555555555,dovish
ecb_pressconf_20150903,2015-09-03,ECB,press_conference,ecb_press_conferences,207,25,50,132,75,-0.29411764705882354,dovish,74,9,24,33,-0.3488372093023256,dovish
ecb_pressconf_20151022,2015-10-22,ECB,press_conference,ecb_press_conferences,220,34,56,130,90,-0.22,dovish,64,11,28,39,-0.3469387755102041,dovish
ecb_pressconf_20151203,2015-12-03,ECB,press_conference,ecb_press_conferences,228,30,59,139,89,-0.29292929292929293,dovish,72,9,25,34,-0.36363636363636365,dovish
ecb_pressconf_20160121,2016-01-21,ECB,press_conference,ecb_press_conferences,183,27,48,108,75,-0.24705882352941178,dovish,51,7,21,28,-0.3684210526315789,dovish
ecb_pressconf_20160310,2016-03-10,ECB,press_conference,ecb_press_conferences,256,43,64,149,107,-0.1794871794871795,dovish,89,15,28,43,-0.24528301886792453,dovish
ecb_pressconf_20160421,2016-04-21,ECB,press_conference,ecb_press_conferences,188,32,53,103,85,-0.22105263157894736,dovish,60,7,22,29,-0.38461538461538464,dovish
ecb_pressconf_20160602,2016-06-02,ECB,press_conference,ecb_press_conferences,198,28,43,127,71,-0.18518518518518517,dovish,72,13,16,29,-0.07692307692307693,dovish
ecb_pressconf_20160721,2016-07-21,ECB,press_conference,ecb_press_conferences,220,30,46,144,76,-0.18604651162790697,dovish,59,5,16,21,-0.3548387096774194,dovish
ecb_pressconf_20160908,2016-09-08,ECB,press_conference,ecb_press_conferences,185,34,33,118,67,0.012987012987012988,neutral,62,15,15,30,0,neutral
ecb_pressconf_20161020,2016-10-20,ECB,press_conference,ecb_press_conferences,185,24,40,121,64,-0.21621621621621623,dovish,49,6,14,20,-0.26666666666666666,dovish
ecb_pressconf_20161208,2016-12-08,ECB,press_conference,ecb_press_conferences,194,32,31,131,63,0.0136986301369863,neutral,63,17,8,25,0.2571428571428571,hawkish
ecb_pressconf_20170119,2017-01-19,ECB,press_conference,ecb_press_conferences,195,36,38,121,74,-0.023809523809523808,neutral,58,12,13,25,-0.02857142857142857,neutral
ecb_pressconf_20170309,2017-03-09,ECB,press_conference,ecb_press_conferences,240,36,51,153,87,-0.15463917525773196,dovish,69,14,18,32,-0.09523809523809523,dovish
ecb_pressconf_20170427,2017-04-27,ECB,press_conference,ecb_press_conferences,176,17,37,122,54,-0.3125,dovish,51,3,14,17,-0.4074074074074074,dovish
ecb_pressconf_20170608,2017-06-08,ECB,press_conference,ecb_press_conferences,193,35,43,115,78,-0.09090909090909091,dovish,58,12,18,30,-0.15,dovish
ecb_pressconf_20170720,2017-07-20,ECB,press_conference,ecb_press_conferences,153,25,38,90,63,-0.1780821917808219,dovish,42,10,11,21,-0.03225806451612903,neutral
ecb_pressconf_20170907,2017-09-07,ECB,press_conference,ecb_press_conferences,227,33,49,145,82,-0.17391304347826086,dovish,72,13,14,27,-0.02702702702702703,neutral
ecb_pressconf_20171026,2017-10-26,ECB,press_conference,ecb_press_conferences,313,44,40,229,84,0.0425531914893617,neutral,86,12,9,21,0.0967741935483871,hawkish
ecb_pressconf_20171214,2017-12-14,ECB,press_conference,ecb_press_conferences,260,55,44,161,99,0.10091743119266056,hawkish,80,24,9,33,0.3488372093023256,hawkish
ecb_pressconf_20180125,2018-01-25,ECB,press_conference,ecb_press_conferences,337,48,56,233,104,-0.07017543859649122,dovish,84,15,18,33,-0.06976744186046512,dovish
ecb_pressconf_20180308,2018-03-08,ECB,press_conference,ecb_press_conferences,314,39,61,214,100,-0.2,dovish,89,15,16,31,-0.024390243902439025,neutral
ecb_pressconf_20180426,2018-04-26,ECB,press_conference,ecb_press_conferences,289,38,54,197,92,-0.1568627450980392,dovish,77,9,18,27,-0.24324324324324326,dovish
ecb_pressconf_20180614,2018-06-14,ECB,press_conference,ecb_press_conferences,301,42,51,208,93,-0.08737864077669903,dovish,102,17,22,39,-0.10204081632653061,dovish
ecb_pressconf_20180726,2018-07-26,ECB,press_conference,ecb_press_conferences,213,37,41,135,78,-0.045454545454545456,neutral,55,12,11,23,0.030303030303030304,neutral
ecb_pressconf_20180913,2018-09-13,ECB,press_conference,ecb_press_conferences,274,42,58,174,100,-0.14545454545454545,dovish,80,11,18,29,-0.1794871794871795,dovish
ecb_pressconf_20181025,2018-10-25,ECB,press_conference,ecb_press_conferences,304,55,52,197,107,0.02564102564102564,neutral,73,14,13,27,0.02702702702702703,neutral
ecb_pressconf_20181213,2018-12-13,ECB,press_conference,ecb_press_conferences,292,25,65,202,90,-0.4,dovish,77,11,22,33,-0.2558139534883721,dovish
ecb_pressconf_20190410,2019-04-10,ECB,press_conference,ecb_press_conferences,252,30,60,162,90,-0.3,dovish,77,10,31,41,-0.4117647058823529,dovish
ecb_pressconf_20190606,2019-06-06,ECB,press_conference,ecb_press_conferences,224,36,50,138,86,-0.14583333333333334,dovish,61,13,17,30,-0.1,dovish
ecb_pressconf_20190725,2019-07-25,ECB,press_conference,ecb_press_conferences,262,34,63,165,97,-0.27102803738317754,dovish,67,8,24,32,-0.38095238095238093,dovish
ecb_pressconf_20190912,2019-09-12,ECB,press_conference,ecb_press_conferences,182,29,57,96,86,-0.2916666666666667,dovish,61,11,26,37,-0.3191489361702128,dovish
ecb_pressconf_20191024,2019-10-24,ECB,press_conference,ecb_press_conferences,292,30,72,190,102,-0.375,dovish,64,7,24,31,-0.4146341463414634,dovish
ecb_pressconf_20191212,2019-12-12,ECB,press_conference,ecb_press_conferences,257,35,42,180,77,-0.08045977011494253,dovish,98,15,18,33,-0.06976744186046512,dovish
ecb_pressconf_20200123,2020-01-23,ECB,press_conference,ecb_press_conferences,266,28,51,187,79,-0.25842696629213485,dovish,92,10,17,27,-0.1891891891891892,dovish
ecb_pressconf_20200312,2020-03-12,ECB,press_conference,ecb_press_conferences,180,41,53,86,94,-0.11538461538461539,dovish,96,20,39,59,-0.2753623188405797,dovish
ecb_pressconf_20200430,2020-04-30,ECB,press_conference,ecb_press_conferences,247,27,88,132,115,-0.488,dovish,81,10,31,41,-0.4117647058823529,dovish
ecb_pressconf_20200604,2020-06-04,ECB,press_conference,ecb_press_conferences,225,43,57,125,100,-0.12727272727272726,dovish,89,17,36,53,-0.30158730158730157,dovish
ecb_pressconf_20200716,2020-07-16,ECB,press_conference,ecb_press_conferences,246,40,68,138,108,-0.23728813559322035,dovish,81,10,32,42,-0.4230769230769231,dovish
ecb_pressconf_20201029,2020-10-29,ECB,press_conference,ecb_press_conferences,257,32,70,155,102,-0.3392857142857143,dovish,103,13,38,51,-0.4098360655737705,dovish
ecb_pressconf_20201210,2020-12-10,ECB,press_conference,ecb_press_conferences,228,37,63,128,100,-0.23636363636363636,dovish,99,21,32,53,-0.1746031746031746,dovish
ecb_pressconf_20210121,2021-01-21,ECB,press_conference,ecb_press_conferences,211,33,59,119,92,-0.2549019607843137,dovish,105,20,34,54,-0.21875,dovish
ecb_pressconf_20210311,2021-03-11,ECB,press_conference,ecb_press_conferences,254,44,43,167,87,0.010309278350515464,neutral,101,19,17,36,0.043478260869565216,neutral
ecb_pressconf_20210422,2021-04-22,ECB,press_conference,ecb_press_conferences,241,43,49,149,92,-0.058823529411764705,dovish,85,17,19,36,-0.043478260869565216,neutral
ecb_pressconf_20210610,2021-06-10,ECB,press_conference,ecb_press_conferences,250,50,63,137,113,-0.10569105691056911,dovish,106,26,27,53,-0.015873015873015872,neutral
ecb_pressconf_20210708,2021-07-08,ECB,press_conference,ecb_press_conferences,216,40,25,151,65,0.2,hawkish,76,13,11,24,0.058823529411764705,hawkish
ecb_pressconf_20210722,2021-07-22,ECB,press_conference,ecb_press_conferences,243,51,40,152,91,0.10891089108910891,hawkish,97,18,19,37,-0.02127659574468085,neutral
ecb_pressconf_20210909,2021-09-09,ECB,press_conference,ecb_press_conferences,235,43,58,134,101,-0.13513513513513514,dovish,97,17,24,41,-0.13725490196078433,dovish
ecb_pressconf_20211028,2021-10-28,ECB,press_conference,ecb_press_conferences,234,35,59,140,94,-0.23076923076923078,dovish,97,17,24,41,-0.13725490196078433,dovish
ecb_pressconf_20211216,2021-12-16,ECB,press_conference,ecb_press_conferences,254,42,62,150,104,-0.17543859649122806,dovish,105,22,27,49,-0.0847457627118644,dovish
ecb_pressconf_20220203,2022-02-03,ECB,press_conference,ecb_press_conferences,225,42,44,139,86,-0.020833333333333332,neutral,98,18,22,40,-0.08,dovish
ecb_pressconf_20220310,2022-03-10,ECB,press_conference,ecb_press_conferences,219,32,58,129,90,-0.26,dovish,93,16,27,43,-0.20754716981132076,dovish
ecb_pressconf_20220414,2022-04-14,ECB,press_conference,ecb_press_conferences,216,39,44,133,83,-0.053763440860215055,dovish,85,15,16,31,-0.024390243902439025,neutral
ecb_pressconf_20220609,2022-06-09,ECB,press_conference,ecb_press_conferences,224,54,53,117,107,0.008547008547008548,neutral,125,36,37,73,-0.012048192771084338,neutral
ecb_pressconf_20220721,2022-07-21,ECB,press_conference,ecb_press_conferences,250,45,50,155,95,-0.047619047619047616,neutral,101,18,25,43,-0.1320754716981132,dovish
ecb_pressconf_20220908,2022-09-08,ECB,press_conference,ecb_press_conferences,250,60,50,140,110,0.08333333333333333,hawkish,118,39,27,66,0.15789473684210525,hawkish
ecb_pressconf_20221027,2022-10-27,ECB,press_conference,ecb_press_conferences,255,60,53,142,113,0.056910569105691054,hawkish,103,29,22,51,0.11475409836065574,hawkish
ecb_pressconf_20221215,2022-12-15,ECB,press_conference,ecb_press_conferences,215,48,43,124,91,0.04950495049504951,neutral,100,33,22,55,0.16923076923076924,hawkish
ecb_pressconf_20230202,2023-02-02,ECB,press_conference,ecb_press_conferences,224,58,46,120,104,0.10526315789473684,hawkish,109,38,20,58,0.2647058823529412,hawkish
ecb_pressconf_20230316,2023-03-16,ECB,press_conference,ecb_press_conferences,214,58,40,116,98,0.16666666666666666,hawkish,78,24,18,42,0.11538461538461539,hawkish
ecb_pressconf_20230504,2023-05-04,ECB,press_conference,ecb_press_conferences,216,50,35,131,85,0.15789473684210525,hawkish,78,20,16,36,0.08695652173913043,hawkish
ecb_pressconf_20230615,2023-06-15,ECB,press_conference,ecb_press_conferences,240,52,54,134,106,-0.017241379310344827,neutral,92,27,26,53,0.015873015873015872,neutral
ecb_pressconf_20230727,2023-07-27,ECB,press_conference,ecb_press_conferences,266,52,52,162,104,0,neutral,89,19,22,41,-0.058823529411764705,dovish
ecb_pressconf_20230914,2023-09-14,ECB,press_conference,ecb_press_conferences,256,53,70,133,123,-0.12781954887218044,dovish,77,26,26,52,0,neutral
ecb_pressconf_20231026,2023-10-26,ECB,press_conference,ecb_press_conferences,221,43,58,120,101,-0.13513513513513514,dovish,65,11,19,30,-0.2,dovish
ecb_pressconf_20231214,2023-12-14,ECB,press_conference,ecb_press_conferences,213,32,64,117,96,-0.3018867924528302,dovish,84,12,29,41,-0.3333333333333333,dovish
ecb_pressconf_20240125,2024-01-25,ECB,press_conference,ecb_press_conferences,227,25,52,150,77,-0.3103448275862069,dovish,77,12,19,31,-0.17073170731707318,dovish
ecb_pressconf_20240307,2024-03-07,ECB,press_conference,ecb_press_conferences,229,35,52,142,87,-0.17525773195876287,dovish,96,18,25,43,-0.1320754716981132,dovish
ecb_pressconf_20240411,2024-04-11,ECB,press_conference,ecb_press_conferences,188,25,41,122,66,-0.21052631578947367,dovish,84,15,18,33,-0.06976744186046512,dovish
ecb_pressconf_20240606,2024-06-06,ECB,press_conference,ecb_press_conferences,274,35,61,178,96,-0.24528301886792453,dovish,99,13,33,46,-0.35714285714285715,dovish
ecb_pressconf_20240718,2024-07-18,ECB,press_conference,ecb_press_conferences,239,36,57,146,93,-0.20388349514563106,dovish,94,9,26,35,-0.37777777777777777,dovish
ecb_pressconf_20240912,2024-09-12,ECB,press_conference,ecb_press_conferences,234,32,72,130,104,-0.3508771929824561,dovish,97,15,36,51,-0.3442622950819672,dovish
ecb_pressconf_20241017,2024-10-17,ECB,press_conference,ecb_press_conferences,221,29,69,123,98,-0.37037037037037035,dovish,82,12,22,34,-0.22727272727272727,dovish
ecb_pressconf_20241212,2024-12-12,ECB,press_conference,ecb_press_conferences,205,38,60,107,98,-0.2037037037037037,dovish,79,14,23,37,-0.19148936170212766,dovish
ecb_pressconf_20250130,2025-01-30,ECB,press_conference,ecb_press_conferences,221,45,49,127,94,-0.038461538461538464,neutral,71,14,17,31,-0.07317073170731707,dovish
ecb_pressconf_20250306,2025-03-06,ECB,press_conference,ecb_press_conferences,230,33,67,130,100,-0.3090909090909091,dovish,84,12,25,37,-0.2765957446808511,dovish
ecb_pressconf_20250417,2025-04-17,ECB,press_conference,ecb_press_conferences,219,29,57,133,86,-0.2916666666666667,dovish,88,14,25,39,-0.22448979591836735,dovish
ecb_pressconf_20250605,2025-06-05,ECB,press_conference,ecb_press_conferences,235,40,55,140,95,-0.14285714285714285,dovish,102,18,32,50,-0.23333333333333334,dovish
ecb_pressconf_20250724,2025-07-24,ECB,press_conference,ecb_press_conferences,248,30,51,167,81,-0.23076923076923078,dovish,86,11,17,28,-0.15789473684210525,dovish
ecb_pressconf_20250911,2025-09-11,ECB,press_conference,ecb_press_conferences,261,31,55,175,86,-0.25,dovish,109,12,27,39,-0.30612244897959184,dovish
ecb_pressconf_20251030,2025-10-30,ECB,press_conference,ecb_press_conferences,256,31,64,161,95,-0.3142857142857143,dovish,102,11,28,39,-0.3469387755102041,dovish
ecb_pressconf_20251218,2025-12-18,ECB,press_conference,ecb_press_conferences,198,33,40,125,73,-0.08433734939759036,dovish,73,15,22,37,-0.14893617021276595,dovish
