event_id,meeting_date,central_bank,event_type,source,n_sentences,n_hawk,n_dove,n_neutral,n_stance,bert_score,bert_label,n_sentences_fwd,n_hawk_fwd,n_dove_fwd,n_stance_fwd,bert_score_fwd,bert_label_fwd
ecb_stmt_20180426,2018-04-26,ECB,statement,ecb_statements,8,1,0,7,1,0.09090909090909091,hawkish,6,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20180614,2018-06-14,ECB,statement,ecb_statements,10,0,3,7,3,-0.23076923076923078,dovish,8,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20180726,2018-07-26,ECB,statement,ecb_statements,8,0,2,6,2,-0.16666666666666666,dovish,6,0,2,2,-0.16666666666666666,dovish
ecb_stmt_20180913,2018-09-13,ECB,statement,ecb_statements,8,0,2,6,2,-0.16666666666666666,dovish,6,0,2,2,-0.16666666666666666,dovish
ecb_stmt_20181025,2018-10-25,ECB,statement,ecb_statements,8,0,1,7,1,-0.09090909090909091,dovish,6,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20181213,2018-12-13,ECB,statement,ecb_statements,8,1,1,6,2,0,neutral,5,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20190124,2019-01-24,ECB,statement,ecb_statements,6,0,1,5,1,-0.09090909090909091,dovish,4,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20190307,2019-03-07,ECB,statement,ecb_statements,12,2,1,9,3,0.07692307692307693,hawkish,10,2,1,3,0.07692307692307693,hawkish
ecb_stmt_20190410,2019-04-10,ECB,statement,ecb_statements,6,0,1,5,1,-0.09090909090909091,dovish,4,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20190606,2019-06-06,ECB,statement,ecb_statements,8,1,2,5,3,-0.07692307692307693,dovish,6,1,2,3,-0.07692307692307693,dovish
ecb_stmt_20190725,2019-07-25,ECB,statement,ecb_statements,10,3,3,4,6,0,neutral,6,1,3,4,-0.14285714285714285,dovish
ecb_stmt_20190912,2019-09-12,ECB,statement,ecb_statements,15,0,6,9,6,-0.375,dovish,13,0,6,6,-0.375,dovish
ecb_stmt_20191024,2019-10-24,ECB,statement,ecb_statements,8,0,3,5,3,-0.23076923076923078,dovish,6,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20191212,2019-12-12,ECB,statement,ecb_statements,8,0,3,5,3,-0.23076923076923078,dovish,5,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20200123,2020-01-23,ECB,statement,ecb_statements,11,0,3,8,3,-0.23076923076923078,dovish,7,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20200312,2020-03-12,ECB,statement,ecb_statements,20,5,6,9,11,-0.047619047619047616,neutral,18,5,6,11,-0.047619047619047616,neutral
ecb_stmt_20200430,2020-04-30,ECB,statement,ecb_statements,21,2,9,10,11,-0.3333333333333333,dovish,15,1,8,9,-0.3684210526315789,dovish
ecb_stmt_20200604,2020-06-04,ECB,statement,ecb_statements,18,2,4,12,6,-0.125,dovish,14,1,4,5,-0.2,dovish
ecb_stmt_20200716,2020-07-16,ECB,statement,ecb_statements,19,2,4,13,6,-0.125,dovish,14,0,4,4,-0.2857142857142857,dovish
ecb_stmt_20200910,2020-09-10,ECB,statement,ecb_statements,18,2,4,12,6,-0.125,dovish,14,0,4,4,-0.2857142857142857,dovish
ecb_stmt_20201029,2020-10-29,ECB,statement,ecb_statements,21,2,6,13,8,-0.2222222222222222,dovish,18,1,6,7,-0.29411764705882354,dovish
ecb_stmt_20201210,2020-12-10,ECB,statement,ecb_statements,29,5,7,17,12,-0.09090909090909091,dovish,20,3,6,9,-0.15789473684210525,dovish
ecb_stmt_20210121,2021-01-21,ECB,statement,ecb_statements,19,3,6,10,9,-0.15789473684210525,dovish,13,1,4,5,-0.2,dovish
ecb_stmt_20210311,2021-03-11,ECB,statement,ecb_statements,19,4,6,9,10,-0.1,dovish,14,2,5,7,-0.17647058823529413,dovish
ecb_stmt_20210422,2021-04-22,ECB,statement,ecb_statements,20,4,7,9,11,-0.14285714285714285,dovish,14,2,6,8,-0.2222222222222222,dovish
ecb_stmt_20210610,2021-06-10,ECB,statement,ecb_statements,19,4,7,8,11,-0.14285714285714285,dovish,14,2,6,8,-0.2222222222222222,dovish
ecb_stmt_20210722,2021-07-22,ECB,statement,ecb_statements,28,5,12,11,17,-0.25925925925925924,dovish,19,2,9,11,-0.3333333333333333,dovish
ecb_stmt_20210909,2021-09-09,ECB,statement,ecb_statements,22,2,8,12,10,-0.3,dovish,17,0,7,7,-0.4117647058823529,dovish
ecb_stmt_20211028,2021-10-28,ECB,statement,ecb_statements,22,2,9,11,11,-0.3333333333333333,dovish,15,0,7,7,-0.4117647058823529,dovish
ecb_stmt_20211216,2021-12-16,ECB,statement,ecb_statements,28,3,13,12,16,-0.38461538461538464,dovish,18,1,9,10,-0.4,dovish
ecb_stmt_20220203,2022-02-03,ECB,statement,ecb_statements,25,3,7,15,10,-0.2,dovish,16,1,5,6,-0.25,dovish
ecb_stmt_20220310,2022-03-10,ECB,statement,ecb_statements,35,3,9,23,12,-0.2727272727272727,dovish,24,1,5,6,-0.25,dovish
ecb_stmt_20220414,2022-04-14,ECB,statement,ecb_statements,36,4,8,24,12,-0.18181818181818182,dovish,21,1,5,6,-0.25,dovish
ecb_stmt_20220609,2022-06-09,ECB,statement,ecb_statements,44,13,13,18,26,0,neutral,28,8,9,17,-0.037037037037037035,neutral
ecb_stmt_20220721,2022-07-21,ECB,statement,ecb_statements,34,7,6,21,13,0.043478260869565216,neutral,24,3,6,9,-0.15789473684210525,dovish
ecb_stmt_20220908,2022-09-08,ECB,statement,ecb_statements,33,11,8,14,19,0.10344827586206896,hawkish,22,7,5,12,0.09090909090909091,hawkish
ecb_stmt_20221027,2022-10-27,ECB,statement,ecb_statements,30,8,5,17,13,0.13043478260869565,hawkish,15,4,2,6,0.125,hawkish
ecb_stmt_20221215,2022-12-15,ECB,statement,ecb_statements,38,9,9,20,18,0,neutral,29,8,7,15,0.04,neutral
ecb_stmt_20230202,2023-02-02,ECB,statement,ecb_statements,26,8,3,15,11,0.23809523809523808,hawkish,20,7,3,10,0.2,hawkish
ecb_stmt_20230316,2023-03-16,ECB,statement,ecb_statements,30,10,8,12,18,0.07142857142857142,hawkish,17,7,4,11,0.14285714285714285,hawkish
ecb_stmt_20230504,2023-05-04,ECB,statement,ecb_statements,26,7,2,17,9,0.2631578947368421,hawkish,16,4,1,5,0.2,hawkish
ecb_stmt_20230615,2023-06-15,ECB,statement,ecb_statements,31,11,7,13,18,0.14285714285714285,hawkish,20,6,5,11,0.047619047619047616,neutral
ecb_stmt_20230727,2023-07-27,ECB,statement,ecb_statements,26,8,5,13,13,0.13043478260869565,hawkish,15,4,3,7,0.058823529411764705,hawkish
ecb_stmt_20230914,2023-09-14,ECB,statement,ecb_statements,29,12,6,11,18,0.21428571428571427,hawkish,19,7,4,11,0.14285714285714285,hawkish
ecb_stmt_20231026,2023-10-26,ECB,statement,ecb_statements,22,4,3,15,7,0.058823529411764705,hawkish,13,2,0,2,0.16666666666666666,hawkish
ecb_stmt_20231214,2023-12-14,ECB,statement,ecb_statements,35,7,12,16,19,-0.1724137931034483,dovish,23,3,9,12,-0.2727272727272727,dovish
ecb_stmt_20240125,2024-01-25,ECB,statement,ecb_statements,21,3,5,13,8,-0.1111111111111111,dovish,13,2,2,4,0,neutral
ecb_stmt_20240307,2024-03-07,ECB,statement,ecb_statements,26,4,8,14,12,-0.18181818181818182,dovish,19,3,6,9,-0.15789473684210525,dovish
ecb_stmt_20240411,2024-04-11,ECB,statement,ecb_statements,23,3,8,12,11,-0.23809523809523808,dovish,12,2,2,4,0,neutral
ecb_stmt_20240606,2024-06-06,ECB,statement,ecb_statements,31,5,12,14,17,-0.25925925925925924,dovish,20,3,7,10,-0.2,dovish
ecb_stmt_20240718,2024-07-18,ECB,statement,ecb_statements,22,5,4,13,9,0.05263157894736842,hawkish,12,2,2,4,0,neutral
ecb_stmt_20240912,2024-09-12,ECB,statement,ecb_statements,38,6,13,19,19,-0.2413793103448276,dovish,25,4,7,11,-0.14285714285714285,dovish
ecb_stmt_20241017,2024-10-17,ECB,statement,ecb_statements,25,3,11,11,14,-0.3333333333333333,dovish,13,1,5,6,-0.25,dovish
ecb_stmt_20241212,2024-12-12,ECB,statement,ecb_statements,29,1,14,14,15,-0.52,dovish,13,0,5,5,-0.3333333333333333,dovish
ecb_stmt_20250130,2025-01-30,ECB,statement,ecb_statements,23,1,12,10,13,-0.4782608695652174,dovish,10,0,4,4,-0.2857142857142857,dovish
ecb_stmt_20250306,2025-03-06,ECB,statement,ecb_statements,27,1,15,11,16,-0.5384615384615384,dovish,13,0,6,6,-0.375,dovish
ecb_stmt_20250417,2025-04-17,ECB,statement,ecb_statements,22,1,12,9,13,-0.4782608695652174,dovish,12,1,6,7,-0.29411764705882354,dovish
ecb_stmt_20250605,2025-06-05,ECB,statement,ecb_statements,30,1,12,17,13,-0.4782608695652174,dovish,18,0,8,8,-0.4444444444444444,dovish
ecb_stmt_20250724,2025-07-24,ECB,statement,ecb_statements,17,0,6,11,6,-0.375,dovish,8,0,2,2,-0.16666666666666666,dovish
ecb_stmt_20250911,2025-09-11,ECB,statement,ecb_statements,18,1,3,14,4,-0.14285714285714285,dovish,12,1,2,3,-0.07692307692307693,dovish
ecb_stmt_20251030,2025-10-30,ECB,statement,ecb_statements,16,0,6,10,6,-0.375,dovish,9,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20251218,2025-12-18,ECB,statement,ecb_statements,18,3,3,12,6,0,neutral,13,3,2,5,0.06666666666666667,hawkish
ecb_stmt_20260205,2026-02-05,ECB,statement,ecb_statements,16,1,4,11,5,-0.2,dovish,9,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20260319,2026-03-19,ECB,statement,ecb_statements,32,6,5,21,11,0.047619047619047616,neutral,21,5,3,8,0.1111111111111111,hawkish
