event_id,meeting_date,central_bank,event_type,source,n_sentences,n_hawk,n_dove,n_neutral,n_stance,bert_score,bert_label,n_sentences_fwd,n_hawk_fwd,n_dove_fwd,n_stance_fwd,bert_score_fwd,bert_label_fwd
fomc_stmt_20190731,2019-07-31,FOMC,statement,fomc_statements,24,1,3,20,4,-0.14285714285714285,dovish,6,1,2,3,-0.07692307692307693,dovish
fomc_stmt_20190918,2019-09-18,FOMC,statement,fomc_statements,23,1,4,18,5,-0.2,dovish,5,1,2,3,-0.07692307692307693,dovish
fomc_stmt_20191030,2019-10-30,FOMC,statement,fomc_statements,23,1,3,19,4,-0.14285714285714285,dovish,5,1,1,2,0,neutral
fomc_stmt_20191211,2019-12-11,FOMC,statement,fomc_statements,22,1,1,20,2,0,neutral,3,0,0,0,0,neutral
fomc_stmt_20200129,2020-01-29,FOMC,statement,fomc_statements,21,1,1,19,2,0,neutral,3,0,0,0,0,neutral
fomc_stmt_20200303,2020-03-03,FOMC,statement,fomc_statements,15,0,2,13,2,-0.16666666666666666,dovish,3,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20200315,2020-03-15,FOMC,statement,fomc_statements,36,4,9,23,13,-0.21739130434782608,dovish,10,3,1,4,0.14285714285714285,hawkish
fomc_stmt_20200323,2020-03-23,FOMC,statement,fomc_statements,27,1,4,22,5,-0.2,dovish,6,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20200429,2020-04-29,FOMC,statement,fomc_statements,24,0,7,17,7,-0.4117647058823529,dovish,8,0,2,2,-0.16666666666666666,dovish
fomc_stmt_20200610,2020-06-10,FOMC,statement,fomc_statements,24,1,6,17,7,-0.29411764705882354,dovish,8,1,1,2,0,neutral
fomc_stmt_20200729,2020-07-29,FOMC,statement,fomc_statements,25,1,5,19,6,-0.25,dovish,9,1,1,2,0,neutral
fomc_stmt_20200916,2020-09-16,FOMC,statement,fomc_statements,26,2,8,16,10,-0.3,dovish,10,1,4,5,-0.2,dovish
fomc_stmt_20201105,2020-11-05,FOMC,statement,fomc_statements,28,2,7,19,9,-0.2631578947368421,dovish,9,1,3,4,-0.14285714285714285,dovish
fomc_stmt_20201216,2020-12-16,FOMC,statement,fomc_statements,26,3,7,16,10,-0.2,dovish,9,2,2,4,0,neutral
fomc_stmt_20210127,2021-01-27,FOMC,statement,fomc_statements,29,3,8,18,11,-0.23809523809523808,dovish,9,2,2,4,0,neutral
fomc_stmt_20210317,2021-03-17,FOMC,statement,fomc_statements,29,3,7,19,10,-0.2,dovish,9,2,2,4,0,neutral
fomc_stmt_20210428,2021-04-28,FOMC,statement,fomc_statements,30,5,7,18,12,-0.09090909090909091,dovish,9,2,2,4,0,neutral
fomc_stmt_20210616,2021-06-16,FOMC,statement,fomc_statements,30,5,6,19,11,-0.047619047619047616,neutral,9,2,1,3,0.07692307692307693,hawkish
fomc_stmt_20210728,2021-07-28,FOMC,statement,fomc_statements,30,5,5,20,10,0,neutral,10,2,2,4,0,neutral
fomc_stmt_20210922,2021-09-22,FOMC,statement,fomc_statements,31,5,6,20,11,-0.047619047619047616,neutral,10,2,2,4,0,neutral
fomc_stmt_20211103,2021-11-03,FOMC,statement,fomc_statements,34,7,7,20,14,0,neutral,15,4,5,9,-0.05263157894736842,dovish
fomc_stmt_20211215,2021-12-15,FOMC,statement,fomc_statements,32,4,7,21,11,-0.14285714285714285,dovish,11,1,4,5,-0.2,dovish
fomc_stmt_20220126,2022-01-26,FOMC,statement,fomc_statements,27,5,5,17,10,0,neutral,9,2,2,4,0,neutral
fomc_stmt_20220316,2022-03-16,FOMC,statement,fomc_statements,23,8,1,14,9,0.3684210526315789,hawkish,7,3,0,3,0.23076923076923078,hawkish
fomc_stmt_20220504,2022-05-04,FOMC,statement,fomc_statements,25,7,2,16,9,0.2631578947368421,hawkish,10,4,0,4,0.2857142857142857,hawkish
fomc_stmt_20220615,2022-06-15,FOMC,statement,fomc_statements,27,9,0,18,9,0.47368421052631576,hawkish,7,2,0,2,0.16666666666666666,hawkish
fomc_stmt_20220727,2022-07-27,FOMC,statement,fomc_statements,26,7,1,18,8,0.3333333333333333,hawkish,6,2,0,2,0.16666666666666666,hawkish
fomc_stmt_20220921,2022-09-21,FOMC,statement,fomc_statements,26,7,1,18,8,0.3333333333333333,hawkish,6,2,0,2,0.16666666666666666,hawkish
fomc_stmt_20221102,2022-11-02,FOMC,statement,fomc_statements,29,9,1,19,10,0.4,hawkish,7,3,0,3,0.23076923076923078,hawkish
fomc_stmt_20221214,2022-12-14,FOMC,statement,fomc_statements,29,9,1,19,10,0.4,hawkish,7,3,0,3,0.23076923076923078,hawkish
fomc_stmt_20230201,2023-02-01,FOMC,statement,fomc_statements,27,7,1,19,8,0.3333333333333333,hawkish,7,3,0,3,0.23076923076923078,hawkish
fomc_stmt_20230322,2023-03-22,FOMC,statement,fomc_statements,30,8,1,21,9,0.3684210526315789,hawkish,9,3,0,3,0.23076923076923078,hawkish
fomc_stmt_20230503,2023-05-03,FOMC,statement,fomc_statements,29,5,2,22,7,0.17647058823529413,hawkish,8,1,1,2,0,neutral
fomc_stmt_20230614,2023-06-14,FOMC,statement,fomc_statements,29,4,2,23,6,0.125,hawkish,7,1,1,2,0,neutral
fomc_stmt_20230726,2023-07-26,FOMC,statement,fomc_statements,29,5,1,23,6,0.25,hawkish,8,1,1,2,0,neutral
fomc_stmt_20230920,2023-09-20,FOMC,statement,fomc_statements,30,5,2,23,7,0.17647058823529413,hawkish,8,1,1,2,0,neutral
fomc_stmt_20231101,2023-11-01,FOMC,statement,fomc_statements,30,5,2,23,7,0.17647058823529413,hawkish,8,1,1,2,0,neutral
fomc_stmt_20231213,2023-12-13,FOMC,statement,fomc_statements,30,3,3,24,6,0,neutral,8,1,1,2,0,neutral
fomc_stmt_20240131,2024-01-31,FOMC,statement,fomc_statements,30,3,2,25,5,0.06666666666666667,hawkish,8,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20240320,2024-03-20,FOMC,statement,fomc_statements,30,3,2,25,5,0.06666666666666667,hawkish,8,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20240501,2024-05-01,FOMC,statement,fomc_statements,33,3,4,26,7,-0.058823529411764705,dovish,11,0,3,3,-0.23076923076923078,dovish
fomc_stmt_20240612,2024-06-12,FOMC,statement,fomc_statements,31,3,2,26,5,0.06666666666666667,hawkish,9,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20240731,2024-07-31,FOMC,statement,fomc_statements,33,4,2,27,6,0.125,hawkish,9,1,1,2,0,neutral
fomc_stmt_20240918,2024-09-18,FOMC,statement,fomc_statements,30,3,3,24,6,0,neutral,9,0,2,2,-0.16666666666666666,dovish
fomc_stmt_20241107,2024-11-07,FOMC,statement,fomc_statements,29,3,3,23,6,0,neutral,7,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20241218,2024-12-18,FOMC,statement,fomc_statements,30,3,4,23,7,-0.058823529411764705,dovish,7,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20250129,2025-01-29,FOMC,statement,fomc_statements,29,4,2,23,6,0.125,hawkish,7,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20250319,2025-03-19,FOMC,statement,fomc_statements,32,4,3,25,7,0.058823529411764705,hawkish,9,0,2,2,-0.16666666666666666,dovish
fomc_stmt_20250507,2025-05-07,FOMC,statement,fomc_statements,29,4,2,23,6,0.125,hawkish,7,1,1,2,0,neutral
fomc_stmt_20250618,2025-06-18,FOMC,statement,fomc_statements,29,3,1,25,4,0.14285714285714285,hawkish,7,0,0,0,0,neutral
fomc_stmt_20250730,2025-07-30,FOMC,statement,fomc_statements,31,3,4,24,7,-0.058823529411764705,dovish,7,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20250917,2025-09-17,FOMC,statement,fomc_statements,30,3,5,22,8,-0.1111111111111111,dovish,8,0,3,3,-0.23076923076923078,dovish
fomc_stmt_20251029,2025-10-29,FOMC,statement,fomc_statements,30,3,4,23,7,-0.058823529411764705,dovish,7,0,3,3,-0.23076923076923078,dovish
fomc_stmt_20251210,2025-12-10,FOMC,statement,fomc_statements,31,3,6,22,9,-0.15789473684210525,dovish,8,0,4,4,-0.2857142857142857,dovish
fomc_stmt_20260128,2026-01-28,FOMC,statement,fomc_statements,27,5,2,20,7,0.17647058823529413,hawkish,6,0,1,1,-0.09090909090909091,dovish
fomc_stmt_20260318,2026-03-18,FOMC,statement,fomc_statements,28,5,2,21,7,0.17647058823529413,hawkish,6,0,1,1,-0.09090909090909091,dovish
